Gene,Label
CALCA,1
MAPKAPK5-AS1,1
IGF2-AS,1
CAMTA1,1
CPS1-IT1,1
ZNRD1ASP,1
JPX,1
WRAP53,1
LDC1P,1
ZNF350-AS1,1
STEAP4,1
MCU,1
HTR2A-AS1,1
PRECSIT,1
EGFR-AS1,1
ZEB2-AS1,1
LINC01018,1
PFKFB1,1
WT1-AS,1
MIR100HG,1
IL12RB1,1
PCAT29,1
LINC00210,1
BAIAP2-DT,1
CCEPR,1
MECOM,1
ACTA2-AS1,1
GAS5-AS1,1
CDH4,1
CECR7,1
LINC00941,1
ZNF674-AS1,1
MAP3K20,1
SEMA6A-AS1,1
SIRT1-AS,1
KRTAP5-AS1,1
LINC00601,1
LINC00173,1
SRA1,1
SLC7A6,1
LINC00589,1
AOC4P,1
ARC,1
C14orf132,1
CA3-AS1,1
CARD8-AS1,1
CCND3P1,1
CERNA2,1
CXCL1P1,1
DIP2C-AS1,1
DRAIC,1
EGILA,1
FABP5P3,1
FALEC,1
FAM83A-AS1,1
FER1L4,1
GIHCG,1
GLT1D1,1
GPC3-AS1,1
IATPR,1
KCTD13,1
LINC00383,1
LINC00554,1
LINC00926,1
LINC02027,1
LINC02055,1
LNCBRM,1
LNCRNA-ATB,1
LOC105369388,1
MT1DP,1
NARF-AS1,1
NKILA,1
OVCH1-AS1,1
PDIA3P1,1
PERCC1,1
PRAL,1
PRC1-AS1,1
PRPSAP1,1
PTENP1,1
RAB4B-EGLN2,1
SERHL,1
SLC25A27,1
THY1-AS1,1
TMEM51-AS1,1
ULK4P2,1
URB2,1
VLDLR-AS1,1
MIR200A,1
MIR214,1
MIR139,1
MIR125A,1
MIR30A,1
MIR126,1
MIR145,1
MIR148A,1
MIR338,1
MIR142,1
MIR26A1,1
MIR182,1
MIR150,1
MIR141,1
MIR183,1
MIRLET7C,1
MIR26B,1
MIR301A,1
MIR132,1
MIR15A,1
MIR152,1
MIR125B1,1
MIR31,1
MIR151A,1
MIR107,1
MIR30E,1
MIR137,1
MIR324,1
MIR215,1
MIR185,1
MIRLET7A1,1
MIR96,1
MIR130A,1
MIR199B,1
MIR500A,1
MIRLET7B,1
MIR30C1,1
MIRLET7D,1
MIR99A,1
MIR212,1
MIR148B,1
MIR216A,1
MIR136,1
MIR219A1,1
MIRLET7E,1
MIR125B2,1
AKT1,1
MIR205,1
MIRLET7G,1
MIR186,1
MIR374A,1
MIR103A2,1
MAGEC2,1
CDKN2A,1
MIR1-2,1
PEG10,1
GPC3,1
CREBBP,1
MIR124-2,1
MIR128-2,1
MIR26A2,1
MIR9-2,1
MIRLET7A2,1
MIRLET7A3,1
MIRLET7F2,1
RXRA,1
NFE2L2,1
AFP,1
FGFR1,1
KRAS,1
VEGFA,1
FGL1,1
MYC,1
MIR199A1,1
CCND1,1
CASP3,1
MTDH,1
HIF1A,1
PSMD10,1
BCL2L1,1
HRAS,1
CDKN1A,1
BIRC5,1
JUN,1
PTGS2,1
FAH,1
URGCP,1
TGFB1,1
IGF2BP2,1
EZH2,1
MIR200C,1
CREB3L3,1
NRAS,1
VPS37A,1
CHP2,1
FASLG,1
SQSTM1,1
SMAD4,1
MIR24-1,1
IDH1,1
NOTUM,1
SERPINB3,1
FZD7,1
MAPK8,1
DYNLRB2,1
HNF1A,1
SMAD3,1
RBM39,1
FGF2,1
PHF20,1
IDH2,1
AKR1B10,1
MIR744,1
MIR452,1
RBP5,1
MAPK3,1
IL6,1
SULF1,1
GPT,1
ALB,1
PLAU,1
DKK1,1
MMP7,1
WNT1,1
SFRP1,1
GNAS,1
TGFBR2,1
RHOC,1
CD44,1
PTPRH,1
IFNA1,1
CASP9,1
RHOA,1
F2,1
CDH1,1
TGFBR1,1
ZEB1,1
JAK1,1
SOX4,1
CXCL8,1
CLDN10,1
BCL2,1
SRC,1
RRM2,1
SF3B1,1
KRT19,1
HGF,1
CCR6,1
PINX1,1
POU5F1,1
JAK2,1
SF3B2,1
GRB2,1
TPX2,1
IL6R,1
GSK3B,1
MMP9,1
KLF4,1
MMP2,1
TCF7L2,1
NANOG,1
RARB,1
CDK6,1
PTEN,1
PRKCA,1
SOX2,1
RELA,1
PTK2B,1
CTTN,1
IGF2,1
WNT3A,1
MMP1,1
ELAVL1,1
SERPINB5,1
LEF1,1
PRKCI,1
MIR16-1,1
PODXL,1
BRCA1,1
MAPK14,1
PTPN11,1
WNT5A,1
CASP7,1
CCND2,1
MIR140,1
KDR,1
LIN28B,1
NFKB1,1
ROCK1,1
EP300,1
MIR149,1
MIR10B,1
SERPINF1,1
TNFSF10,1
KRT7,1
MIR101-1,1
CDK4,1
BTRC,1
CTNND1,1
MIR193A,1
ROCK2,1
E2F2,1
MIR124-1,1
UBD,1
ABCB1,1
LGR5,1
HNF4A,1
CCND3,1
CCNA2,1
MAT1A,1
GAPDH,1
LRP6,1
MIR320A,1
AZIN1,1
AXIN2,1
FGF3,1
WIF1,1
SOCS1,1
RASSF1,1
MIR490,1
DLC1,1
BIRC3,1
GPC1,1
MIR144,1
RAC1,1
CBX4,1
MIR192,1
SPARC,1
NOS2,1
CDK2,1
CCNB1,1
HFE,1
GNMT,1
IL11,1
PPP2R1B,1
MIR34C,1
DNMT1,1
DVL1,1
WNT3,1
SFRP2,1
TFAP2A,1
MAPK9,1
PRKCB,1
PTK2,1
MIR424,1
FOSL1,1
TSC2,1
CXCR1,1
MAGEA1,1
WNT2,1
ZC4H2,1
NLK,1
ATF3,1
MDM2,1
MSH2,1
DVL2,1
LAPTM4B,1
FAM83D,1
CDKN1B,1
SPRTN,1
PPARD,1
GSTP1,1
CTBP1,1
CNOT9,1
WNT7B,1
URI1,1
SFRP5,1
SERPINA1,1
SPP1,1
HNRNPK,1
MIR15B,1
MIR503,1
SDC1,1
WNT7A,1
CYP2E1,1
IL6ST,1
CYCS,1
FRZB,1
PRKCD,1
WNT11,1
MIR204,1
CDH17,1
MCL1,1
DKK4,1
FAS,1
KRT18,1
RACGAP1,1
MTOR,1
WNT4,1
DEPDC5,1
YY1AP1,1
BAX,1
CSNK1A1,1
MAP3K7,1
NKD1,1
CDK1,1
WNT5B,1
MIR372,1
MIR485,1
SOX17,1
CD81,1
SFRP4,1
MIR29C,1
SOX7,1
KLF6,1
FZD2,1
MIR331,1
RCHY1,1
HSPA5,1
NKD2,1
BCL9,1
PIGR,1
DACT1,1
KRT8,1
MIR491,1
MIR138-1,1
CDKN2B,1
MIR130B,1
TNFRSF10B,1
PPP2CA,1
GPX3,1
HDGF,1
SKP2,1
GGT1,1
HK2,1
DNMT3B,1
FN1,1
NME1,1
MAGEA3,1
XIAP,1
MAPK10,1
UCHL1,1
CAB39,1
CSNK1E,1
CYP1A1,1
CSNK2A2,1
TFDP3,1
MGAT5,1
RB1,1
EPCAM,1
ANGPTL8,1
MAPK1,1
NUS1,1
RAC2,1
SOS1,1
HNRNPU,1
DKK2,1
ARG1,1
PIM2,1
CSNK2A1,1
RSF1,1
CDH2,1
STEAP3,1
IFNA2,1
HEPN1,1
TGFA,1
NOTCH1,1
CTNNBIP1,1
CTBP2,1
NFATC1,1
RAF1,1
DNMT3A,1
DVL3,1
BSG,1
MIR363,1
RUVBL1,1
LARP1,1
DLGAP5,1
GPC5,1
ANGPT2,1
CTAG1B,1
MKI67,1
ABCC3,1
ABCC1,1
WNT8B,1
PARP1,1
SMAD2,1
HEPACAM,1
MMP14,1
E2F1,1
IGF1R,1
TTC36,1
AR,1
FOXD3,1
SOCS3,1
BECN1,1
FRAT1,1
TWIST1,1
NAA40,1
SNAI2,1
ASS1,1
RUNX3,1
ABCB4,1
GLYAT,1
TMEM176A,1
PPP2R1A,1
TIMP1,1
HSPA4,1
PTPA,1
ACER3,1
CD34,1
DNAJA3,1
CSNK2B,1
TCF7L1,1
CFLAR,1
NFKBIA,1
PPP2R2A,1
SP1,1
BAP1,1
SMYD3,1
CSNK1D,1
TCP10L,1
ARHGEF39,1
EGFR,1
PRKCE,1
RSPO2,1
MTA1,1
PLPP5,1
IRS1,1
CFAP52,1
HINT2,1
VANGL1,1
ESRRB,1
SLC25A47,1
CCNE1,1
LOC110806263,1
LRRC56,1
AURKA,1
PSD3,1
ECI2,1
TNF,1
TIFA,1
TLR4,1
CPQ,1
ABCC2,1
COPS5,1
IFNB1,1
LINC-PINT,1
SLC4A2,1
MIR518D,1
SLC2A1,1
TNFRSF10A,1
IFNAR2,1
SAPCD2,1
CTLA4,1
PKM,1
RAB11FIP4,1
HPSE,1
ACTB,1
MIR92A2,1
CAV1,1
MIR16-2,1
ROR2,1
HSPB1,1
HDAC1,1
BATF2,1
SNAI1,1
OIT3,1
GRAMD1A,1
NFATC3,1
EGF,1
FASN,1
MYCT1,1
DYNLRB1,1
CXCL12,1
ZEB2,1
