Gene,Label
PCNA,1
APOD,1
KRT5,1
HEATR6,1
PIK3R1,1
CCNA2,1
SRC,1
IGF1,1
CXCR4,1
PAK1,1
CTTN,1
AREG,1
TGFB1,1
NOTCH1,1
CDH3,1
SERPINB5,1
MAPK8,1
NF1,1
JUN,1
CCNB1,1
MAGED2,1
CAV1,1
CD44,1
PARP1,1
AMPH,1
GRB7,1
RBBP8,1
ARID4B,1
BMP6,1
RHOBTB2,1
MET,1
FGFR1,1
SF3B1,1
FGF2,1
HIF1A,1
KDR,1
RB1,1
STAT1,1
AKT2,1
KRT8,1
TSG101,1
MMP11,1
MMP1,1
LASP1,1
CXCL12,1
PRL,1
IRS1,1
TIMP1,1
PTPRC,1
TYMP,1
MMP9,1
STS,1
SNCG,1
PLAUR,1
GPER1,1
CEACAM5,1
CCND3,1
MMP2,1
MAPK3,1
WWOX,1
KRT18,1
WNT1,1
FHIT,1
ABCB1,1
PLAU,1
HGF,1
STAT3,1
CLCA2,1
ALK,1
DDR1,1
FOXC1,1
MAPK1,1
PIK3CG,1
TFAP2C,1
TOP1,1
FLT1,1
NTRK1,1
BAX,1
HSPB1,1
CLDN7,1
KLK10,1
EPCAM,1
SMARCA4,1
TGFBR2,1
E2F1,1
PLK1,1
CSF1R,1
WNT10B,1
FGF4,1
MST1R,1
SP1,1
SULT1E1,1
PTHLH,1
TACC1,1
GSTP1,1
CASP9,1
FLT4,1
MUCL1,1
FOXA1,1
SNAI2,1
GNRH1,1
PRKCA,1
TIMP3,1
TEK,1
S100A4,1
CCNG1,1
IDH1,1
TWIST1,1
FASN,1
TGFBR1,1
PDGFRB,1
MMP14,1
MAPK10,1
EPOR,1
HNF1A,1
HDAC1,1
EREG,1
TIMP2,1
PTGS2,1
PTK6,1
TOX3,1
RASSF1,1
CA9,1
FOXO1,1
PTK2,1
NQO1,1
POLE,1
INS,1
BEX2,1
CCNE1,1
TYMS,1
MTA1,1
BIRC5,1
SMAD2,1
CDC42,1
ITGB4,1
E2F3,1
TNFSF10,1
GRB2,1
MAPK9,1
HBEGF,1
CBFB,1
CCN2,1
TPD52L2,1
ING1,1
CDK7,1
RARB,1
PRKACA,1
CDK6,1
NRP1,1
RHOC,1
IGF2R,1
CYP1A1,1
ODC1,1
ETV4,1
ABCA1,1
RAF1,1
EMSY,1
CEP85L,1
EZH2,1
SKP2,1
NOS2,1
WNT5A,1
GNAS,1
XPO1,1
PTN,1
BCL2L1,1
RAC1,1
IL6,1
GADD45A,1
FN1,1
GRN,1
BECN1,1
SPP1,1
CDH2,1
FGF1,1
NTRK3,1
MTDH,1
TNF,1
MAP2K1,1
MAPK12,1
GJA1,1
PPP2R1A,1
PRDM14,1
DNMT3B,1
RRAS2,1
ALDH1A1,1
KDM5B,1
TP63,1
BTK,1
AKAP13,1
SERPINE1,1
NET1,1
FBLN1,1
BMPR1A,1
SHBG,1
MED12,1
SGK3,1
RARA,1
CYP1B1,1
ABCC1,1
ST14,1
HSD17B1,1
IFI27,1
CXCL8,1
NR3C1,1
SNAI1,1
FOSL1,1
HDAC4,1
TERT,1
BCAS3,1
KIT,1
CSK,1
STMN1,1
FGF8,1
AHR,1
PELP1,1
MAPK14,1
CSF3,1
KIAA0100,1
ROBO1,1
CCNE2,1
ESRRA,1
MCM2,1
FOS,1
AGR3,1
IGFBP3,1
MMP13,1
THBS1,1
MT-CYB,1
BMP1,1
RPS6KB1,1
SFN,1
BMI1,1
GLI1,1
AKIP1,1
HPR,1
ESRRG,1
ELF3,1
CTNND1,1
MAP3K1,1
NCOA6,1
CYP2D6,1
CDC25B,1
TRIM24,1
NAT2,1
KLK3,1
IL2,1
BRMS1L,1
ABL1,1
YBX1,1
ITGA6,1
CCNB2,1
ECM1,1
CDKN3,1
CSF2,1
GPX1,1
NAT1,1
GSN,1
S100A7,1
ANXA1,1
IL2RA,1
BAG1,1
SLC9A3R1,1
DNMT1,1
ECT2,1
NCOR1,1
KIF15,1
LGALS3,1
SEMA3A,1
CDKN2A,1
MMP17,1
ZNF703,1
PTK2B,1
FANCD2,1
MMP3,1
HSP90AA1,1
ITGB3BP,1
KRT7,1
EPHA3,1
TGFB3,1
TIMELESS,1
CSNK1D,1
VIM,1
RAC3,1
SOX4,1
APOBEC3G,1
SLC2A1,1
GREB1,1
RAD51B,1
BMP7,1
TGFB2,1
REST,1
FGFR3,1
SHC1,1
EPHA2,1
GPC6,1
ADAM12,1
CDC27,1
IGFBP5,1
CCNH,1
BAK1,1
PXN,1
MAP2K5,1
CREB1,1
HDAC6,1
PDCD1,1
MMP7,1
EIF4E,1
AGR2,1
ATR,1
GMNN,1
CSF1,1
AXIN2,1
CTSB,1
UIMC1,1
FGF7,1
PTPN11,1
CYCS,1
BMP10,1
PIAS1,1
ELAVL1,1
PSEN2,1
MCL1,1
PRKCD,1
GSK3B,1
CTCF,1
CASP7,1
IKBKB,1
TFAP2A,1
CD274,1
P3H2,1
SUSD2,1
PIK3R4,1
MIR125B1,1
BMP2,1
RYBP,1
CDH13,1
ROR1,1
TCF7L2,1
GAPDH,1
AKR1C3,1
CLU,1
EPHB4,1
LOXL2,1
PDGFRA,1
PDCD4,1
FGF6,1
KLK13,1
FADD,1
RHOB,1
NR3C2,1
SYP,1
BSG,1
KITLG,1
LOX,1
TNFSF11,1
CHUK,1
UHRF1,1
RAD52,1
FAS,1
SULT1A1,1
SLC39A6,1
SF3B2,1
TDGF1,1
CST6,1
CCN1,1
BIN1,1
NFKB1,1
INSR,1
CCDC170,1
SPHK2,1
ETS1,1
CSN2,1
AURKB,1
NGFR,1
STAT5A,1
NCOA2,1
FOXO3,1
PBOV1,1
TSC2,1
RPS6KA3,1
IBSP,1
PDGFA,1
JAK1,1
ANAPC5,1
IFNB1,1
KLC1,1
BMP4,1
SIRT1,1
SPDEF,1
LIFR,1
KISS1,1
BAD,1
SAFB,1
ABCC11,1
BAP1,1
CD24,1
PIK3CB,1
LIMK1,1
ACTB,1
BUB1B,1
PDPN,1
STAT5B,1
ZEB1,1
GDF15,1
ZNF365,1
NCOA1,1
AOPEP,1
NGF,1
JAK2,1
EFNA1,1
COL11A1,1
ABCC12,1
MATK,1
FSCN1,1
LHCGR,1
S100A2,1
THBS4,1
ITGAV,1
SOD2,1
IRS2,1
KRT20,1
CDC25C,1
IGFBP2,1
TGFBR3,1
ALCAM,1
FOXM1,1
IGFBP4,1
SERPINB2,1
HDAC9,1
OLA1,1
GAB1,1
BID,1
TJP1,1
ERCC6,1
MSH3,1
LSP1,1
EDNRA,1
MAPK7,1
PPP1R14C,1
IKBKE,1
FABP4,1
CTLA4,1
TPM1,1
CASP2,1
CCN4,1
ARFGEF3,1
PLCG1,1
RRAS,1
PYHIN1,1
ACTN4,1
SYK,1
XRCC1,1
ZMIZ1,1
HSPA4,1
RALA,1
MAD2L1,1
MAD1L1,1
RNF146,1
NOTCH4,1
STARD13,1
INPPL1,1
MYH9,1
CDKN2C,1
RAP1A,1
NRP2,1
PML,1
ERCC3,1
PLEKHA8,1
SCGB1D2,1
PRKCQ,1
TRADD,1
PRDM2,1
MTA3,1
TAB1,1
SMAD3,1
EIF3A,1
QSOX1,1
ROR2,1
BMPR2,1
RARS1,1
CKS1B,1
DKK1,1
IL3,1
KEAP1,1
SRRM3,1
POU5F1,1
ANXA2,1
MACF1,1
RBX1,1
FABP3,1
COMT,1
GSTM1,1
JAG1,1
MVP,1
TSC1,1
WEE1,1
PLCB1,1
TIE1,1
SPARC,1
CUL1,1
PEA15,1
ERCC1,1
EI24,1
PRRC2A,1
SCGB3A1,1
CDCA7,1
RHNO1,1
ST18,1
APPBP2,1
PPARG,1
CCNT2,1
ATF2,1
CIB1,1
FZR1,1
FOXP3,1
ENAH,1
VDR,1
ITGA3,1
DPYD,1
PDGFB,1
ARHGEF2,1
ERCC2,1
PIK3R2,1
PLD2,1
ABCC2,1
TACC2,1
MYLK,1
PIN1,1
HMGCR,1
PCID2,1
WWTR1,1
SMAD1,1
SOX2,1
CCAR2,1
RUNX2,1
NTRK2,1
RERG,1
GPNMB,1
CYP17A1-AS1,1
LRRC56,1
MT-TE,1
MT-TT,1
STIM1,1
WASF3,1
NCOR2,1
IL10,1
PRKAA2,1
HLA-G,1
BDNF,1
HNRNPK,1
CUL3,1
CCR7,1
ATF1,1
CYP24A1,1
RAD21,1
GHRH,1
HSPA5,1
DUSP1,1
CCL2,1
PTPN3,1
MAP2K4,1
XIAP,1
ATAD2,1
PTP4A1,1
TXN,1
ARAF,1
TNFRSF10B,1
ENO1,1
HOXA5,1
GPR161,1
MRC2,1
RAB25,1
SMAD6,1
CLDN4,1
NR1H2,1
BPIFA4P,1
PPP1R3A,1
SULF2,1
KRT17,1
ARRDC3,1
BCL2L11,1
HIPK2,1
ROCK2,1
EPAS1,1
EIF4EBP1,1
ABI1,1
CD34,1
KLF17,1
KLF4,1
LEPR,1
NUS1,1
EZR,1
LSM1,1
EPSTI1,1
FUS,1
PAXIP1,1
S100A14,1
ANXA5,1
HSPB2,1
TPM3,1
LEP,1
CA2,1
ZFP36,1
BCAS4,1
PRMT7,1
BCAS2,1
ST8SIA1,1
PRMT2,1
WT1,1
DKC1,1
MTUS1,1
TFPI,1
CYP1A2,1
LGALS1,1
PECAM1,1
TUBB2A,1
DHFR,1
RELA,1
GRM1,1
MACROH2A1,1
IGFBP1,1
RBBP4,1
DDX3X,1
TP73,1
PLK3,1
IFNA2,1
PRSS50,1
PTPRG,1
ETV6,1
H2AC18,1
PRKAA1,1
AFAP1,1
NKX2-1,1
USP15,1
KLK14,1
MIR199A1,1
WWC1,1
HMGA1,1
NOVA1,1
SVEP1,1
GRP,1
SLX4,1
GH1,1
CLOCK,1
CALML4,1
KLK9,1
ZMYND8,1
BLM,1
BANP,1
VWA5A,1
MTHFR,1
HSPB8,1
FLNB,1
IL11,1
HDAC2,1
LCN2,1
LYVE1,1
PPP1R1B,1
SGO1,1
PTTG1,1
CUEDC2,1
DUSP3,1
ANGPT2,1
CCL5,1
HSPA8,1
PER1,1
HDAC5,1
ADAR,1
STRADA,1
CYP3A4,1
WNT3,1
PLA2G10,1
YAP1,1
ELOC,1
STARD3,1
SOX9,1
TPD52,1
APOBEC3B,1
CERK,1
PTPN9,1
PTPA,1
SMC4,1
SPHK1,1
TPM2,1
PRKD3,1
PSMB5,1
MACROD1,1
NOP16,1
RLIM,1
PHLDA2,1
SSTR2,1
FAM3C,1
CDX2,1
RNF11,1
CTNNA1,1
TPD52L1,1
CREBBP,1
CLDN1,1
EHMT1,1
SAFB2,1
CHKA,1
PIGR,1
CCR6,1
PPP5C,1
TK1,1
CD80,1
PSMA1,1
SERPINA3,1
CDC5L,1
ZFHX3,1
H2AX,1
PSIP1,1
TNFRSF10A,1
ICAM5,1
CEMIP,1
TCP1,1
TTC4,1
IFI16,1
MED14,1
LDB1,1
S100A6,1
HBP1,1
RANBP9,1
NR1I2,1
KLF5,1
XDH,1
ITGB3,1
CLDN3,1
IL1B,1
IL17A,1
LDHA,1
COX7A2L,1
CHGA,1
ID1,1
CCL27,1
MIR183,1
RASGRP3,1
MFGE8,1
IDO1,1
TNFRSF11B,1
XRCC6,1
MUC5AC,1
SFRP1,1
CCN6,1
PFN1,1
KIAA1671,1
NT5E,1
MUC16,1
NFKBIA,1
TNFRSF11A,1
RARG,1
TUBB,1
VCL,1
HMGB1,1
NFE2L2,1
IL4,1
APEX1,1
XRCC5,1
