Gene,Label
MIR149,1
MIR22,1
MIR27A,1
AKT1,1
MIR181A1,1
MIR223,1
MIR151A,1
MIR181B1,1
EGFR,1
MIR296,1
MIR30B,1
KLK3,1
MIR99B,1
MIR491,1
MIR106A,1
MIRLET7B,1
MIR10B,1
MIR32,1
TMPRSS2,1
MIR23A,1
MIR26B,1
MIRLET7D,1
MIR191,1
MIR497,1
MIR10A,1
MIRLET7G,1
MIR503,1
MIR184,1
MIR199B,1
KLK2,1
ACP3,1
MIR27B,1
MIR320A,1
MIR370,1
SLC43A1,1
MIR345,1
MIR202,1
MIR498,1
MIR198,1
DAB2IP,1
MIR29B2,1
MIR92A2,1
AMACR,1
GSTP1,1
NKX3-1,1
PIK3CA,1
PSCA,1
ITGA6,1
STAT3,1
CTNNB1,1
EHBP1,1
SERPINA3,1
PIM1,1
SRD5A1,1
TRPM8,1
CYP17A1,1
TRIM68,1
BCL2,1
SLC45A3,1
ETV1,1
KLK15,1
CD82,1
HPN,1
CHGA,1
JUN,1
BMP6,1
CASP3,1
EGF,1
GRP,1
ERG,1
ANO7,1
MYC,1
STEAP2,1
HIF1A,1
ERBB2,1
IGF1,1
GNRH1,1
CDKN1B,1
CDKN3,1
CDKN1A,1
GRPR,1
MMP9,1
TNFSF10,1
BCL2L1,1
PLAU,1
CDK2,1
OR51E2,1
PRUNE2,1
EZH2,1
IGFBP3,1
NCOA4,1
TRPS1,1
TGFB1I1,1
PARP1,1
MMP2,1
SLC39A1,1
ESR2,1
CASP8,1
CDH3,1
CDK4,1
CD44,1
SERPINB5,1
SRC,1
TMEFF2,1
PSAT1,1
IGF1R,1
RNF14,1
SPDEF,1
CD164,1
TRPV6,1
CYCS,1
VEGFA,1
BIRC5,1
FASN,1
MAK,1
IL6R,1
FGF2,1
KRT18,1
PLAUR,1
PTHLH,1
BAX,1
CLU,1
EIF3H,1
CCND1,1
GDF15,1
FGFR4,1
ALKBH3,1
MKI67,1
CRISP3,1
KRT8,1
CAV1,1
ESR1,1
ST14,1
TGFB1,1
PAGE4,1
PTK2,1
LYVE1,1
CASP7,1
HSD17B1,1
TP63,1
RB1,1
IGF2,1
MAPK8,1
KLK10,1
PAWR,1
ENO2,1
TGFA,1
HYAL1,1
MAPK1,1
CCNB1,1
CDH2,1
HSP90AA1,1
PIK3CG,1
TNFSF11,1
FAS,1
TSPY1,1
TERT,1
PRAC1,1
MSMP,1
PROS1,1
FN1,1
REPS2,1
ERBB3,1
ALOX12,1
PTGS2,1
CASP9,1
VDR,1
MMP7,1
XIAP,1
MET,1
SKP2,1
FGF7,1
GNRHR,1
SETD2,1
SYT7,1
EGR1,1
CCNA2,1
KLK4,1
CFLAR,1
RHOA,1
HDAC9,1
MCL1,1
ILK,1
BMP4,1
IGFBP2,1
NFKBIA,1
ANXA5,1
CDC25C,1
ETS2,1
MTOR,1
PRKCE,1
E2F1,1
AKR1C3,1
LEF1,1
URI1,1
PIAS3,1
TCHP,1
MCAM,1
TGFBR2,1
FGFR1,1
HSPB1,1
FGFR2,1
CDK1,1
DNMT1,1
PLK1,1
INHA,1
CYP19A1,1
MDM2,1
TSG101,1
MMP14,1
SHBG,1
EDNRB,1
GSTM1,1
UGT2B15,1
BGLAP,1
HDAC1,1
ODC1,1
PCAT4,1
COL18A1,1
GAPDH,1
TNFRSF10B,1
NCOA2,1
CDH5,1
CCN1,1
WDFY3,1
PXN,1
TPD52,1
FOXO3,1
CHKA,1
CDK6,1
PRKCA,1
FLT4,1
CTNND1,1
UGT2B17,1
ITGB4,1
MIR335,1
VEGFC,1
LOX,1
BMI1,1
NTS,1
RASSF1,1
BAD,1
CCNG1,1
TOP2A,1
TGM4,1
ALOX15B,1
KDR,1
LGALS3,1
SMAD4,1
SEMA4F,1
EP300,1
SPP1,1
TOP1,1
PRDX3,1
PMEPA1,1
USP7,1
NCOA3,1
TIMP3,1
PROM1,1
TNFRSF10A,1
HGF,1
FOS,1
PPARG,1
HSD3B2,1
CLDN7,1
RARB,1
CXCR4,1
APC,1
TUSC3,1
KLK11,1
WNT3A,1
FKBP5,1
IBSP,1
CIP2A,1
NOTCH1,1
PRAC2,1
KRT5,1
CXCL12,1
XRCC1,1
HMGN2P46,1
HOXB9,1
STEAP4,1
SPANXD,1
S100P,1
MAPK3,1
SP1,1
GLI1,1
E2F3,1
SHC1,1
RARRES1,1
NTRK1,1
EPCAM,1
HSPA5,1
PEBP1,1
CREB3L4,1
CYP1B1,1
VAV3,1
CCND2,1
ANXA1,1
MIEN1,1
CYP1A1,1
PIK3R1,1
BIRC2,1
DKK1,1
BMP7,1
NR3C1,1
ELOC,1
HSD3B1,1
RPS6KB1,1
DIABLO,1
HBEGF,1
JAK2,1
TNS4,1
CYP24A1,1
NWD1,1
PDGFRB,1
HRAS,1
PCNA,1
RECK,1
PRKD1,1
ITGB1,1
INTS6,1
IGSF8,1
FASLG,1
LPXN,1
EDNRA,1
FGF1,1
BCL2L11,1
IL6,1
TNFRSF10D,1
CDH11,1
BMX,1
FADD,1
BAK1,1
MME,1
TGIF1,1
SOD2,1
EEF1A1,1
NCOR1,1
AKR1C2,1
JAK1,1
ERBB4,1
NCOR2,1
FOXO1,1
HSPA4,1
AKT2,1
DMTN,1
MAP2K4,1
PTK2B,1
ID1,1
RUNX2,1
ANXA2,1
TWIST1,1
RCN1,1
THBS1,1
BIRC3,1
EZR,1
TP73,1
STK4,1
KDM4C,1
F2R,1
SPOP,1
CDC25A,1
PCAT19,1
AREG,1
IFI27,1
AGK,1
NCOA1,1
MIRLET7A1,1
ABCG2,1
BMP2,1
CTSB,1
SPINK1,1
IGFBP1,1
FLT1,1
SAT1,1
NDRG1,1
FOXA1,1
RDH11,1
SMAD2,1
SPINT1,1
EIF4EBP1,1
LGALS1,1
KLK6,1
CCAR1,1
H2AC18,1
CALR,1
CREBBP,1
TIMP2,1
ITGA2,1
SNAI1,1
CD36,1
AGR3,1
CDKN2B,1
FST,1
TUBB,1
CREB1,1
LIMK1,1
NPM1,1
TNF,1
NME1,1
RAF1,1
FGF8,1
TGFB2,1
RAC1,1
NOG,1
HSD17B3,1
GLIPR1,1
SMAD3,1
CXCL8,1
CHUK,1
HLA-A,1
RELA,1
CDKN2A,1
PIAS1,1
WNT5A,1
CYP3A4,1
RELB,1
MAPK14,1
ALCAM,1
CA9,1
ZEB1,1
NFE2L2,1
MIF,1
PTGS1,1
SCAP,1
ANXA3,1
NGFR,1
KAT5,1
NRP1,1
CCL5,1
MAP2K5,1
SNAI2,1
ETS1,1
ELK1,1
STAT5A,1
PRKD3,1
NQO1,1
CXCL1,1
DNMT3B,1
ERCC1,1
HSPA1A,1
STAT1,1
TNFRSF10C,1
SEC14L2,1
ENG,1
CD274,1
NR1H2,1
RAD51,1
WDR77,1
STAT5B,1
WNT1,1
EIF4E,1
CYP27B1,1
GSK3B,1
IKBKB,1
TBC1D3,1
APAF1,1
CSF2,1
CDC6,1
INS,1
AKT3,1
SOX2,1
ADAM9,1
PGR,1
DHRS9,1
MSH2,1
CTAG2,1
MCM7,1
IRS1,1
XRCC6,1
HDAC2,1
CPA4,1
MAPK9,1
FGFR3,1
GPER1,1
STMN1,1
CXCR2,1
ETV4,1
IL10,1
TGFBR1,1
SMARCA4,1
VIPR1,1
STEAP3,1
IL2,1
SPARC,1
SSTR1,1
MSH6,1
ID4,1
PRLR,1
ALOX5,1
JUP,1
DNMT3A,1
YY1,1
ATF3,1
CDH13,1
AURKA,1
CDC20,1
GHRH,1
IL1B,1
YBX1,1
ARNT,1
GREB1,1
PDPK1,1
CASP6,1
MYCN,1
MUC1,1
FHL2,1
CCL2,1
KLF5,1
MIR301A,1
SFRP1,1
TBC1D3D,1
POU5F1,1
MCM2,1
TIMELESS,1
TTLL12,1
CSNK2A1,1
SELENBP1,1
EPHA2,1
CASP2,1
NOS3,1
CTNNA1,1
PDZD2,1
SREBF1,1
CHD1,1
IGFBP5,1
BNIP3,1
SIRT1,1
SYP,1
GPX1,1
NANOG,1
PKIB,1
CCND3,1
GHR,1
SPHK1,1
PI16,1
KDM1A,1
ITGB3,1
TNFRSF11A,1
BIN1,1
PSAP,1
SCGB1D2,1
KAT2B,1
CD24,1
PMS2,1
BMPR2,1
XAGE1B,1
MIR212,1
MAPK7,1
SOCS3,1
MMP13,1
AZGP1,1
SHH,1
MMP1,1
SQSTM1,1
PRKCD,1
ZNF280B,1
SCGB1D1,1
TLR9,1
GJA1,1
FLNA,1
BTNL2,1
XAGE1A,1
NAB2,1
FES,1
NES,1
COX6C,1
