Gene,Label
GUCY1B2,1
LINC00880,1
LINC01502,1
LINC01589,1
LINC01852,1
LINC02042,1
LINC02412,1
LINC02633,1
LNCRNA-ATB,1
LOC730101,1
MUC20-OT1,1
MYEF2,1
NKILA,1
NMRAL2P,1
PRAL,1
RNY1,1
RNY3,1
TUBA4B,1
ZNF793,1
TP53,1
CDKN2A,1
STK11,1
MIR30A,1
MIR182,1
MIR31,1
MIR140,1
MIR143,1
MIR155,1
MIR124-1,1
MIR210,1
MIR204,1
MIR150,1
MIR199A1,1
MIR139,1
MIR195,1
MIR338,1
MIR148A,1
MIR214,1
MIR146A,1
MIR26A1,1
MIR335,1
MIR497,1
MIR30E,1
MYC,1
MIR146B,1
MIR101-1,1
MIR99A,1
HRAS,1
MIR22,1
MIR192,1
MIR224,1
MIR15B,1
MIR96,1
MIR212,1
MIR324,1
MIR32,1
MIR339,1
MIR191,1
FAS,1
MIR33A,1
MIR377,1
MIR216A,1
MIR425,1
MIR511,1
MIR345,1
MIR95,1
NKX2-1,1
CDK4,1
MIR451A,1
MIR203A,1
MIR181C,1
MIR106A,1
APC,1
FGFR3,1
MIR219A1,1
MIR100,1
MIRLET7F1,1
MIR27B,1
CHEK2,1
RHOA,1
CADM1,1
VEGFA,1
FGFR2,1
SMAD4,1
MIR199B,1
MLH1,1
TOP1,1
ENO2,1
CTNNB1,1
BCL2,1
RAF1,1
CHGA,1
MIRLET7A2,1
MIR29B2,1
GRP,1
MGMT,1
CASP3,1
KRT19,1
U2AF1,1
NFE2L2,1
FHIT,1
MIR24-2,1
MMP2,1
AKT2,1
EGF,1
PTGS2,1
RRM1,1
ERBB3,1
EML4,1
CCND1,1
RB1,1
ABCB1,1
MYCL,1
CHRNA5,1
ACTA2,1
ABCC1,1
MIR125B2,1
CHRNA3,1
CDKN1A,1
CYP1A1,1
VEGFC,1
BIRC5,1
MDM2,1
FBXW7,1
PTPN11,1
NCAM1,1
ERCC1,1
MVP,1
HIF1A,1
GSTP1,1
BAX,1
TYMS,1
CD44,1
ENSG00000266919,1
MIR124-3,1
MIR198,1
MIR218-2,1
ROCK1,1
MAPK1,1
DLEC1,1
IGF1R,1
BCL2L1,1
TERT,1
RASSF1,1
KDR,1
TUSC2,1
CCNA2,1
HGF,1
MMP9,1
TNFSF10,1
CDH1,1
DNMT3A,1
CYCS,1
GSTM1,1
SYP,1
TP63,1
FLT4,1
XRCC1,1
FGFR1,1
RARB,1
JUN,1
CD274,1
ENO1,1
CDK2,1
ABCG2,1
PARP1,1
ASCL1,1
SEMA3B,1
NME1,1
IDH1,1
STAT3,1
CDH13,1
MYO18B,1
B2M,1
TYMP,1
ARAF,1
NQO1,1
CSF3,1
PPARG,1
E2F1,1
OGG1,1
BRS3,1
MAGEA4,1
NMB,1
MAPK8,1
PLAU,1
ERCC2,1
CASP9,1
HSP90AA1,1
EPB41L3,1
GRPR,1
MIR17HG,1
PDCD1,1
SOS1,1
MIR193A,1
XIAP,1
PCNA,1
ITGA5,1
EPHA5,1
SETD2,1
TNFRSF10B,1
TOP2A,1
KRT18,1
CDK12,1
GNAS,1
BMP2,1
IREB2,1
MIR142,1
MMP7,1
AURKB,1
CDK1,1
PPP2R1A,1
DAPK1,1
SCUBE3,1
FLT1,1
RBM5,1
ERBB4,1
CT83,1
CA9,1
KIT,1
DNMT1,1
CCNB1,1
SRC,1
ANXA5,1
PRKCI,1
TGFBR2,1
EPCAM,1
CDK6,1
RBM6,1
MIR25,1
MCL1,1
DPYSL5,1
MIR144,1
AREG,1
MIRLET7A1,1
FGF2,1
CTAG1B,1
TP73,1
HOPX,1
HNRNPA2B1,1
MIR330,1
PLAG1,1
PLAUR,1
BRCA2,1
PDGFRB,1
MIR27A,1
CDKN1B,1
TIMP2,1
SEZ6L2,1
MIR125B1,1
DCK,1
TGFA,1
MAGEA1,1
ANGPT1,1
HJURP,1
LRP1B,1
ITGB1,1
RCVRN,1
UCHL1,1
CASP1,1
BAK1,1
TIMP1,1
BPIFA1,1
SLC2A1,1
MYCN,1
PTHLH,1
MIR138-1,1
CSF2,1
SMAD3,1
NAPSA,1
KRT7,1
PTK2B,1
FN1,1
CAV1,1
MIR186,1
CD63,1
APAF1,1
MAP2K4,1
TUBB,1
CYP2E1,1
TK1,1
DHFR,1
IFI27,1
MIR218-1,1
NMBR,1
ATM,1
IL24,1
ILK,1
AIMP2,1
DDR2,1
HDAC9,1
COL18A1,1
API5,1
PTK2,1
SMARCA4,1
CCNE1,1
TKT,1
MTOR,1
CCNA1,1
ELAVL4,1
VEGFD,1
CCND3,1
VHL,1
SHC1,1
DMBT1,1
MAPK3,1
DNMT3B,1
S100A2,1
PTPRC,1
CDH2,1
CTLA4,1
H2AC18,1
TAP1,1
IGFBP3,1
MIR16-1,1
CD24,1
SPP1,1
PRKCA,1
DIABLO,1
PIK3CG,1
THBS1,1
TNFRSF10A,1
HDGF,1
PDCD4,1
CEACAM7,1
RALBP1,1
MAGEA3,1
DROSHA,1
MIR9-1,1
PDGFRA,1
AXL,1
TCIM,1
UBA7,1
APEX1,1
MUC5AC,1
MIR196A1,1
TERC,1
RPS6KB1,1
CDKN2C,1
CFLAR,1
MIR365A,1
ALDOA,1
CDK5,1
CTSB,1
EPHA2,1
XRCC3,1
BIRC3,1
NBN,1
PXN,1
CHRNB4,1
AKR1C1,1
EXO1,1
SAT1,1
MUC16,1
SP1,1
NRP1,1
PTGER4,1
PEBP1,1
KEAP1,1
ESR2,1
BIRC7,1
PLK1,1
NOTCH1,1
RHOB,1
MIR574,1
CYP3A4,1
FSCN1,1
POSTN,1
ANGPT2,1
AKR1B10,1
EPHX1,1
MYB,1
ID1,1
YY1,1
ZMYND10,1
EZH2,1
CD82,1
STAT1,1
CTNND1,1
NFKBIA,1
KRT8,1
RACK1,1
RPSA,1
EGR1,1
BIRC2,1
CXCR4,1
TGFB1,1
C20orf85,1
SNAI2,1
HOXB9,1
BAG1,1
MKI67,1
TNFRSF10D,1
RET,1
SERPINB5,1
CLDN7,1
GDF15,1
DHDH,1
MIR149,1
HPGD,1
MAPK14,1
CCKBR,1
ECT2,1
CYP1B1,1
SOD2,1
SIRT3,1
GPRC5A,1
IL6,1
HDAC1,1
IDH2,1
MPO,1
GATA2,1
RARS1,1
MIR340,1
ICOSLG,1
CCR6,1
CDC25A,1
ABCC3,1
MIR361,1
DMTF1,1
BCL6,1
THY1,1
NTRK1,1
HSPB1,1
YBX1,1
SNAI1,1
MMP12,1
HSPA4,1
TXN,1
JUP,1
FOXP3,1
MIF,1
VDAC1,1
DLK1,1
ZEB1,1
CDCP1,1
E2F5,1
CHEK1,1
TTK,1
MIR181A1,1
TFAP2A,1
ALDH1A1,1
ROBO1,1
BSG,1
IL2RA,1
GJA1,1
CD226,1
PPP2R2A,1
XRCC5,1
MIR24-1,1
BAP1,1
TNF,1
BARD1,1
ESR1,1
IGF2,1
STMN1,1
MIR29B1,1
FASN,1
TLR9,1
CD40,1
ING1,1
HSPA8,1
ITGA11,1
MSH3,1
CD4,1
DPYD,1
PIK3R1,1
MMP14,1
SSTR2,1
IL2,1
CYP2A13,1
ALB,1
EPHA7,1
MMP10,1
DDX5,1
TIMP3,1
MIR30C1,1
CDKN2B,1
SERPINA3,1
ACY1,1
CXCL8,1
RAD51,1
SOX2,1
MIR223,1
RARA,1
MIR483,1
TRIP13,1
PTGES,1
CTSL,1
SLC19A1,1
MIR106B,1
RECK,1
MIR423,1
FOS,1
MIR129-1,1
SFTPD,1
SLFN11,1
ABCC2,1
BCL2L11,1
MIR424,1
MUC1,1
MIR211,1
ANPEP,1
CD9,1
SEMA3F,1
XPA,1
ENPP2,1
CDC42,1
WIF1,1
PROM1,1
SAA1,1
PCLAF,1
SIX1,1
H1-0,1
S100A4,1
MAGEC2,1
CXCR5,1
MMP1,1
KLF6,1
SMAD2,1
MIR154,1
IL10,1
YWHAE,1
MIR455,1
LY6K,1
IRS1,1
NCOR1,1
MIR30B,1
FGA,1
USP8,1
TP53BP2,1
AURKA,1
SOX30,1
HSPA5,1
PTPN13,1
SCGB1A1,1
MIR296,1
XRCC6,1
MIR133A1,1
BRDT,1
CASP7,1
SRPK1,1
MIR342,1
MIR503,1
MIR23A,1
IL3,1
CDA,1
MUC4,1
KDM4C,1
HMGA2,1
PTPRT,1
NECTIN4,1
MAP3K2,1
TRAF4,1
NPRL2,1
CD22,1
MIR28,1
LOX,1
HAVCR2,1
IL4R,1
IL1B,1
MCM3,1
PRKAA1,1
MIR135B,1
EP300,1
IGF1,1
PDGFB,1
POU5F1,1
MIR582,1
F2RL3,1
CYP2D6,1
MMP3,1
SPARC,1
DUSP1,1
LGALS3,1
MIR130B,1
TFPI2,1
CSF1R,1
ATG7,1
CCL5,1
USF2,1
UGT1A1,1
MIR151A,1
CEACAM6,1
CREB1,1
NOVA1,1
MIR708,1
TLR4,1
RUNX3,1
EIF2AK2,1
EIF4E,1
TWIST1,1
LGALS1,1
MIR625,1
DKK3,1
TGFBR1,1
CCN1,1
ARHGAP5,1
CXCL12,1
SOCS3,1
MIRLET7I,1
MIR590,1
JAK2,1
FOXK2,1
CXCR2,1
HLA-G,1
ZEB2,1
GLI1,1
CUL5,1
CDC25C,1
MMP13,1
ERCC4,1
CCR7,1
SMAD9,1
RRM2,1
TLE1,1
UBE2K,1
NAT2,1
MIR542,1
HMGB1,1
MIR331,1
CACNA2D2,1
MIR373,1
MSLN,1
ITGAV,1
PGF,1
FOXM1,1
MIR328,1
YAP1,1
IFNAR1,1
RXRG,1
IL4,1
PRDX1,1
TIMELESS,1
MIR193B,1
PRDM14,1
HLA-A,1
RAC1,1
MIR485,1
HK2,1
AOC3,1
MIR409,1
TERF1,1
BECN1,1
CCL2,1
PLA2G1B,1
GIMAP6,1
ERCC5,1
HYAL2,1
PGR,1
MIR135A1,1
GSN,1
FBXO5,1
MED19,1
IFNG,1
TNFRSF1A,1
HSF1,1
BMI1,1
SFTPB,1
GJB5,1
CCN2,1
MIR628,1
LIMD1,1
AHRR,1
WWP2,1
HSD17B1,1
CCR3,1
ODC1,1
MIR873,1
RIOX1,1
CD276,1
FOXO3,1
BAD,1
MIR23B,1
MIR532,1
IDO1,1
AMFR,1
CDR1-AS,1
SIRT1,1
METTL13,1
MIR615,1
MIR127,1
PKM,1
SLC29A1,1
DDIAS,1
MIR215,1
