Gene,Label
CASP3,1
SNHG16,1
SNAI1,1
HOTAIR,1
FOXM1,1
MTOR,1
MYC,1
PELP1,1
LOXL2,1
MUC16,1
CA2,1
BLM,1
PDGFB,1
ABCG2,1
DDR1,1
PGR,1
RHOA,1
HDAC9,1
GRB2,1
TSC2,1
RAD51B,1
WNT1,1
KIAA0100,1
CTCF,1
PRMT7,1
GSTP1,1
IRS1,1
APEX1,1
NBN,1
BAX,1
ESRRA,1
HDAC5,1
KRT17,1
TNFRSF11A,1
NME1,1
CSF1R,1
MTA1,1
CYP2D6,1
NFKB1,1
TNFSF11,1
CSK,1
HLA-G,1
NRP1,1
TNFRSF10A,1
PRKCQ,1
CYTOR,1
VCL,1
TOX3,1
CHEK2,1
VEGFA,1
ZMYND8,1
ECM1,1
GSTM1,1
IKBKB,1
FGFR2,1
TIMP1,1
AHR,1
SMAD3,1
WNT10B,1
PRKAA1,1
MMP17,1
HSPA5,1
IL6,1
PDCD1,1
CYP17A1,1
SP1,1
RBBP8,1
STAT5A,1
BECN1,1
GJA1,1
CERNA2,1
KDR,1
TP53BP1,1
BRMS1,1
CCN2,1
MKI67,1
KDM5B,1
HSPA4,1
HDAC2,1
LEPR,1
AURKA,1
CASP9,1
BANP,1
FN1,1
AR,1
PIK3CA,1
ANXA1,1
ZEB1,1
NOTCH4,1
PDCD4,1
PRKCA,1
BCAR1,1
KLF4,1
PIP,1
CLU,1
COL11A1,1
IGF2,1
ITGB3,1
HSPA8,1
MAD2L1,1
ERCC2,1
SMAD7,1
SPP1,1
SLC39A6,1
MTHFR,1
CSF2,1
FOS,1
SERPINB2,1
NQO1,1
CYP1B1,1
TP73,1
BTK,1
TK1,1
RARB,1
SERPINE1,1
LOX,1
EGF,1
ETS1,1
